timeframe,feature_set,fold,feature,importance_gain,importance_split
M15,price_only,fold_3,month_sin,192.2032995223999,17.0
M15,price_only,fold_3,month_cos,244.63499355316162,20.0
M15,price_only,fold_3,is_after_gap,0.0,0.0
M15,price_only,fold_3,gap_minutes_from_prev_bar,8.303540229797363,1.0
M15,price_only,fold_3,open_rel_prev_close,395.6494188308716,35.0
M15,price_only,fold_3,high_rel_prev_close,417.4926505088806,34.0
M15,price_only,fold_3,low_rel_prev_close,413.6818208694458,33.0
M15,price_only,fold_3,close_rel_prev_close,560.2431392669678,45.0
M15,price_only,fold_3,log_ret_1,118.57968997955322,10.0
M15,price_only,fold_3,log_ret_2,592.925271987915,47.0
M15,price_only,fold_3,log_ret_3,853.5044021606445,46.0
M15,price_only,fold_3,log_ret_6,403.3296594619751,32.0
M15,price_only,fold_3,log_ret_12,408.5068702697754,35.0
M15,price_only,fold_3,log_ret_24,356.5550584793091,32.0
M15,price_only,fold_3,log_ret_48,684.4338626861572,58.0
M15,price_only,fold_3,open_to_close_pct,310.99070739746094,25.0
M15,price_only,fold_3,high_low_range_pct,465.5346384048462,38.0
M15,price_only,fold_3,upper_wick_pct,826.4480972290039,59.0
M15,price_only,fold_3,lower_wick_pct,409.6233596801758,33.0
M15,price_only,fold_3,close_position_in_bar,1847.0722675323486,94.0
M15,price_only,fold_3,close_sma_5_ratio,2102.108051300049,52.0
M15,price_only,fold_3,close_ema_5_ratio,3430.476978302002,63.0
M15,price_only,fold_3,rolling_vol_5,352.8792610168457,30.0
M15,price_only,fold_3,close_sma_10_ratio,430.35861110687256,29.0
M15,price_only,fold_3,close_ema_10_ratio,348.23391103744507,24.0
M15,price_only,fold_3,rolling_vol_10,536.6304273605347,45.0
M15,price_only,fold_3,close_sma_20_ratio,411.69778060913086,33.0
M15,price_only,fold_3,close_ema_20_ratio,307.0398807525635,25.0
M15,price_only,fold_3,rolling_vol_20,422.8018102645874,34.0
M15,price_only,fold_3,close_sma_50_ratio,223.4922103881836,18.0
M15,price_only,fold_3,close_ema_50_ratio,293.96977138519287,23.0
M15,price_only,fold_3,rolling_vol_50,328.05861949920654,27.0
M15,price_only,fold_3,close_sma_100_ratio,433.14503955841064,34.0
M15,price_only,fold_3,close_ema_100_ratio,457.6883792877197,36.0
M15,price_only,fold_3,rolling_vol_100,366.942982673645,32.0
M15,price_only,fold_3,close_sma_200_ratio,685.4919605255127,54.0
M15,price_only,fold_3,close_ema_200_ratio,453.70941066741943,37.0
M15,price_only,fold_3,rolling_vol_200,526.2746109962463,47.0
M15,price_only,fold_3,roc_5,610.7663927078247,41.0
M15,price_only,fold_3,roc_10,351.5335807800293,29.0
M15,price_only,fold_3,roc_20,193.98258113861084,15.0
M15,price_only,fold_3,rsi_14,458.37603759765625,38.0
M15,price_only,fold_3,true_range_pct,562.5989789962769,45.0
M15,price_only,fold_3,atr_pct_14,250.9065704345703,23.0
M15,price_only,fold_3,bb_width_pct_20,566.656192779541,45.0
M15,price_only,fold_3,bb_position_20,299.1343593597412,25.0
M15,volume_assisted,fold_1,minute_of_day_sin,1223.2730379104614,101.0
M15,volume_assisted,fold_1,minute_of_day_cos,1916.8099646568298,167.0
M15,volume_assisted,fold_1,day_of_week_sin,301.70110034942627,30.0
M15,volume_assisted,fold_1,day_of_week_cos,186.39871072769165,18.0
M15,volume_assisted,fold_1,month_sin,159.87029790878296,17.0
M15,volume_assisted,fold_1,month_cos,341.7493996620178,32.0
M15,volume_assisted,fold_1,is_after_gap,22.548699378967285,2.0
M15,volume_assisted,fold_1,gap_minutes_from_prev_bar,44.291419506073,5.0
M15,volume_assisted,fold_1,open_rel_prev_close,727.2592282295227,70.0
M15,volume_assisted,fold_1,high_rel_prev_close,863.3130412101746,77.0
M15,volume_assisted,fold_1,low_rel_prev_close,760.1164379119873,71.0
M15,volume_assisted,fold_1,close_rel_prev_close,733.2294902801514,66.0
M15,volume_assisted,fold_1,log_ret_1,173.82383012771606,16.0
M15,volume_assisted,fold_1,log_ret_2,1342.9871616363525,113.0
M15,volume_assisted,fold_1,log_ret_3,974.3832726478577,86.0
M15,volume_assisted,fold_1,log_ret_6,850.3770527839661,80.0
M15,volume_assisted,fold_1,log_ret_12,599.8754272460938,56.0
M15,volume_assisted,fold_1,log_ret_24,558.1317410469055,56.0
M15,volume_assisted,fold_1,log_ret_48,777.5448689460754,74.0
M15,volume_assisted,fold_1,open_to_close_pct,709.5694713592529,65.0
M15,volume_assisted,fold_1,high_low_range_pct,529.1747117042542,48.0
M15,volume_assisted,fold_1,upper_wick_pct,1229.0675311088562,108.0
M15,volume_assisted,fold_1,lower_wick_pct,1106.9605264663696,101.0
M15,volume_assisted,fold_1,close_position_in_bar,1910.7511520385742,148.0
M15,volume_assisted,fold_1,close_sma_5_ratio,2728.490384578705,86.0
M15,volume_assisted,fold_1,close_ema_5_ratio,2923.755346298218,75.0
M15,volume_assisted,fold_1,rolling_vol_5,778.727047920227,72.0
M15,volume_assisted,fold_1,close_sma_10_ratio,574.0328097343445,47.0
M15,volume_assisted,fold_1,close_ema_10_ratio,590.1524500846863,56.0
M15,volume_assisted,fold_1,rolling_vol_10,855.19890832901,82.0
M15,volume_assisted,fold_1,close_sma_20_ratio,331.6379828453064,31.0
M15,volume_assisted,fold_1,close_ema_20_ratio,499.296169757843,46.0
M15,volume_assisted,fold_1,rolling_vol_20,630.8815913200378,63.0
M15,volume_assisted,fold_1,close_sma_50_ratio,621.4198999404907,59.0
M15,volume_assisted,fold_1,close_ema_50_ratio,483.7493019104004,45.0
M15,volume_assisted,fold_1,rolling_vol_50,963.0365128517151,95.0
M15,volume_assisted,fold_1,close_sma_100_ratio,808.5783128738403,75.0
M15,volume_assisted,fold_1,close_ema_100_ratio,695.949770450592,63.0
M15,volume_assisted,fold_1,rolling_vol_100,794.7816505432129,76.0
M15,volume_assisted,fold_1,close_sma_200_ratio,828.7344198226929,79.0
M15,volume_assisted,fold_1,close_ema_200_ratio,965.7763028144836,88.0
M15,volume_assisted,fold_1,rolling_vol_200,940.443962097168,91.0
M15,volume_assisted,fold_1,roc_5,1374.288372039795,120.0
M15,volume_assisted,fold_1,roc_10,743.3657703399658,69.0
M15,volume_assisted,fold_1,roc_20,520.2416915893555,51.0
M15,volume_assisted,fold_1,rsi_14,755.6446504592896,73.0
M15,volume_assisted,fold_1,true_range_pct,604.9564819335938,56.0
M15,volume_assisted,fold_1,atr_pct_14,486.0240797996521,44.0
M15,volume_assisted,fold_1,bb_width_pct_20,875.6058053970337,83.0
M15,volume_assisted,fold_1,bb_position_20,644.0179376602173,60.0
M15,volume_assisted,fold_1,volume_z20,1736.3361830711365,148.0
M15,volume_assisted,fold_2,minute_of_day_sin,356.8803777694702,26.0
M15,volume_assisted,fold_2,minute_of_day_cos,528.8940706253052,39.0
M15,volume_assisted,fold_2,day_of_week_sin,26.504899978637695,2.0
M15,volume_assisted,fold_2,day_of_week_cos,40.366000175476074,3.0
M15,volume_assisted,fold_2,month_sin,24.21310043334961,2.0
M15,volume_assisted,fold_2,month_cos,114.27349948883057,9.0
M15,volume_assisted,fold_2,is_after_gap,9.525620460510254,1.0
M15,volume_assisted,fold_2,gap_minutes_from_prev_bar,0.0,0.0
M15,volume_assisted,fold_2,open_rel_prev_close,69.20977020263672,6.0
M15,volume_assisted,fold_2,high_rel_prev_close,114.11089897155762,8.0
M15,volume_assisted,fold_2,low_rel_prev_close,126.55340099334717,9.0
M15,volume_assisted,fold_2,close_rel_prev_close,137.226900100708,10.0
M15,volume_assisted,fold_2,log_ret_1,42.902310371398926,4.0
M15,volume_assisted,fold_2,log_ret_2,508.60039043426514,29.0
M15,volume_assisted,fold_2,log_ret_3,292.2802438735962,12.0
M15,volume_assisted,fold_2,log_ret_6,240.25032138824463,19.0
M15,volume_assisted,fold_2,log_ret_12,167.72346019744873,14.0
M15,volume_assisted,fold_2,log_ret_24,76.28240013122559,6.0
M15,volume_assisted,fold_2,log_ret_48,93.46280097961426,8.0
M15,volume_assisted,fold_2,open_to_close_pct,397.9486999511719,26.0
M15,volume_assisted,fold_2,high_low_range_pct,205.8865909576416,17.0
M15,volume_assisted,fold_2,upper_wick_pct,492.87161350250244,28.0
M15,volume_assisted,fold_2,lower_wick_pct,327.5385990142822,23.0
M15,volume_assisted,fold_2,close_position_in_bar,904.8476915359497,44.0
M15,volume_assisted,fold_2,close_sma_5_ratio,1925.1746921539307,25.0
M15,volume_assisted,fold_2,close_ema_5_ratio,2425.0096130371094,34.0
M15,volume_assisted,fold_2,rolling_vol_5,217.40339946746826,16.0
M15,volume_assisted,fold_2,close_sma_10_ratio,197.71720123291016,11.0
M15,volume_assisted,fold_2,close_ema_10_ratio,278.1433000564575,18.0
M15,volume_assisted,fold_2,rolling_vol_10,69.83522033691406,6.0
M15,volume_assisted,fold_2,close_sma_20_ratio,66.36842918395996,5.0
M15,volume_assisted,fold_2,close_ema_20_ratio,66.90199947357178,4.0
M15,volume_assisted,fold_2,rolling_vol_20,98.27890014648438,7.0
M15,volume_assisted,fold_2,close_sma_50_ratio,81.34727096557617,7.0
M15,volume_assisted,fold_2,close_ema_50_ratio,98.04649925231934,8.0
M15,volume_assisted,fold_2,rolling_vol_50,268.13116931915283,20.0
M15,volume_assisted,fold_2,close_sma_100_ratio,224.26038932800293,16.0
M15,volume_assisted,fold_2,close_ema_100_ratio,237.56236839294434,18.0
M15,volume_assisted,fold_2,rolling_vol_100,153.1388702392578,12.0
M15,volume_assisted,fold_2,close_sma_200_ratio,217.5900583267212,17.0
M15,volume_assisted,fold_2,close_ema_200_ratio,214.00839138031006,15.0
M15,volume_assisted,fold_2,rolling_vol_200,189.35373878479004,16.0
M15,volume_assisted,fold_2,roc_5,368.5348997116089,25.0
M15,volume_assisted,fold_2,roc_10,169.55839729309082,13.0
M15,volume_assisted,fold_2,roc_20,68.1547908782959,5.0
M15,volume_assisted,fold_2,rsi_14,113.26873874664307,9.0
M15,volume_assisted,fold_2,true_range_pct,256.3817710876465,19.0
M15,volume_assisted,fold_2,atr_pct_14,120.0945987701416,9.0
M15,volume_assisted,fold_2,bb_width_pct_20,185.43351078033447,14.0
M15,volume_assisted,fold_2,bb_position_20,134.09120178222656,11.0
M15,volume_assisted,fold_2,volume_z20,619.85680103302,45.0
M15,volume_assisted,fold_3,minute_of_day_sin,753.2278089523315,53.0
M15,volume_assisted,fold_3,minute_of_day_cos,1013.6314249038696,74.0
M15,volume_assisted,fold_3,day_of_week_sin,75.75329971313477,7.0
M15,volume_assisted,fold_3,day_of_week_cos,93.06623077392578,8.0
M15,volume_assisted,fold_3,month_sin,100.97428035736084,9.0
M15,volume_assisted,fold_3,month_cos,233.39390087127686,16.0
M15,volume_assisted,fold_3,is_after_gap,0.0,0.0
M15,volume_assisted,fold_3,gap_minutes_from_prev_bar,0.0,0.0
M15,volume_assisted,fold_3,open_rel_prev_close,340.17037200927734,28.0
M15,volume_assisted,fold_3,high_rel_prev_close,297.93900966644287,23.0
M15,volume_assisted,fold_3,low_rel_prev_close,459.7508888244629,38.0
M15,volume_assisted,fold_3,close_rel_prev_close,424.71977615356445,30.0
M15,volume_assisted,fold_3,log_ret_1,88.83500099182129,8.0
M15,volume_assisted,fold_3,log_ret_2,584.9188003540039,36.0
M15,volume_assisted,fold_3,log_ret_3,643.2599802017212,38.0
M15,volume_assisted,fold_3,log_ret_6,316.27556228637695,26.0
M15,volume_assisted,fold_3,log_ret_12,418.03765964508057,35.0
M15,volume_assisted,fold_3,log_ret_24,281.0113105773926,25.0
M15,volume_assisted,fold_3,log_ret_48,450.70472145080566,37.0
M15,volume_assisted,fold_3,open_to_close_pct,281.3314199447632,19.0
M15,volume_assisted,fold_3,high_low_range_pct,244.07290077209473,19.0
M15,volume_assisted,fold_3,upper_wick_pct,858.7360105514526,59.0
M15,volume_assisted,fold_3,lower_wick_pct,496.59024143218994,37.0
M15,volume_assisted,fold_3,close_position_in_bar,1489.3375778198242,70.0
M15,volume_assisted,fold_3,close_sma_5_ratio,2268.4291105270386,46.0
M15,volume_assisted,fold_3,close_ema_5_ratio,3071.6845092773438,53.0
M15,volume_assisted,fold_3,rolling_vol_5,316.2399682998657,26.0
M15,volume_assisted,fold_3,close_sma_10_ratio,342.75912952423096,26.0
M15,volume_assisted,fold_3,close_ema_10_ratio,333.87880420684814,22.0
M15,volume_assisted,fold_3,rolling_vol_10,206.82096099853516,17.0
M15,volume_assisted,fold_3,close_sma_20_ratio,236.1748867034912,18.0
M15,volume_assisted,fold_3,close_ema_20_ratio,70.67452907562256,6.0
M15,volume_assisted,fold_3,rolling_vol_20,182.69579982757568,15.0
M15,volume_assisted,fold_3,close_sma_50_ratio,307.8998899459839,25.0
M15,volume_assisted,fold_3,close_ema_50_ratio,245.87707996368408,20.0
M15,volume_assisted,fold_3,rolling_vol_50,437.670618057251,35.0
M15,volume_assisted,fold_3,close_sma_100_ratio,426.60468101501465,35.0
M15,volume_assisted,fold_3,close_ema_100_ratio,338.04625129699707,25.0
M15,volume_assisted,fold_3,rolling_vol_100,319.1857900619507,28.0
M15,volume_assisted,fold_3,close_sma_200_ratio,357.09900760650635,29.0
M15,volume_assisted,fold_3,close_ema_200_ratio,353.6937608718872,28.0
M15,volume_assisted,fold_3,rolling_vol_200,330.2490510940552,27.0
M15,volume_assisted,fold_3,roc_5,736.6710205078125,47.0
M15,volume_assisted,fold_3,roc_10,394.6472911834717,30.0
M15,volume_assisted,fold_3,roc_20,200.4278621673584,17.0
M15,volume_assisted,fold_3,rsi_14,361.4093494415283,30.0
M15,volume_assisted,fold_3,true_range_pct,350.44593048095703,26.0
M15,volume_assisted,fold_3,atr_pct_14,323.2025270462036,29.0
M15,volume_assisted,fold_3,bb_width_pct_20,503.9967727661133,40.0
M15,volume_assisted,fold_3,bb_position_20,117.205641746521,10.0
M15,volume_assisted,fold_3,volume_z20,858.9796514511108,65.0
