mode,delta_roc_auc_volume_minus_price,delta_net_return_volume_minus_price,delta_sharpe_volume_minus_price,delta_max_drawdown_volume_minus_price
vanilla,-0.006467724271472131,0.01918347854986302,0.6396349110664473,0.028418151321159102
tuned,0.00038874524940124555,-0.08035342814364366,-1.417921566715238,-0.10290114589891108
