track,feature_set,mode,feature,mean_gain_importance,mean_split_importance,mean_gain_share,std_gain_share,rank_by_mean_gain
tuned_volume_assisted,volume_assisted,tuned,close_position_in_bar,1597.455810348193,126.0,0.05186188474465473,0.018203890109658095,3.0
tuned_volume_assisted,volume_assisted,tuned,close_rel_prev_close,450.5527234474818,51.333333333333336,0.013761142104496223,0.002265042529911798,39.0
tuned_volume_assisted,volume_assisted,tuned,close_sma_100_ratio,477.7375882466634,49.0,0.01517440592052594,0.0018124049672876748,34.0
tuned_volume_assisted,volume_assisted,tuned,close_sma_10_ratio,630.2704029083252,52.0,0.020251367262737966,0.004017324389696213,17.0
tuned_volume_assisted,volume_assisted,tuned,close_sma_200_ratio,673.0221534570059,76.33333333333333,0.02028813305559965,0.00472670032985161,14.0
tuned_volume_assisted,volume_assisted,tuned,close_sma_20_ratio,314.99105803171796,34.333333333333336,0.009219227946899753,0.004993983810534029,45.0
tuned_volume_assisted,volume_assisted,tuned,close_sma_50_ratio,454.22892399628955,50.666666666666664,0.013842338301659395,0.0024665485215292797,37.0
tuned_volume_assisted,volume_assisted,tuned,close_sma_5_ratio,1886.198062102,68.66666666666667,0.06506132944122013,0.048003227527786144,1.0
tuned_volume_assisted,volume_assisted,tuned,day_of_week_cos,154.85901629924774,19.0,0.004698338956138397,0.0011183731139661575,48.0
tuned_volume_assisted,volume_assisted,tuned,day_of_week_sin,249.20433417956033,30.666666666666668,0.007436358792718878,0.0028657604552409944,47.0
tuned_volume_assisted,volume_assisted,tuned,gap_minutes_from_prev_bar,22.15985345840454,3.0,0.0007393030358288305,0.0004235875084646766,50.0
tuned_volume_assisted,volume_assisted,tuned,high_low_range_pct,470.60312064488727,52.333333333333336,0.014500003228554785,0.001608672908066321,35.0
tuned_volume_assisted,volume_assisted,tuned,high_rel_prev_close,596.1331826845804,69.66666666666667,0.018362462847103314,0.003358342496861744,22.0
tuned_volume_assisted,volume_assisted,tuned,is_after_gap,17.763776620229084,2.0,0.00054204148366295,0.0001871442505398915,51.0
tuned_volume_assisted,volume_assisted,tuned,log_ret_1,134.94033535321554,15.333333333333334,0.0037248125773938164,0.0033481960998451095,49.0
tuned_volume_assisted,volume_assisted,tuned,log_ret_12,562.59633765618,66.66666666666667,0.016992101257551667,0.0036183303949820665,24.0
tuned_volume_assisted,volume_assisted,tuned,log_ret_2,969.4858885208765,86.33333333333333,0.03028254501228415,0.006537882696390235,7.0
tuned_volume_assisted,volume_assisted,tuned,log_ret_24,553.782496770223,64.0,0.017051465003707595,0.004820739012280187,27.0
tuned_volume_assisted,volume_assisted,tuned,log_ret_3,868.454223036766,74.0,0.026619587560196546,0.0035852648890038244,9.0
tuned_volume_assisted,volume_assisted,tuned,log_ret_48,626.5933714707693,70.0,0.018758962691874336,0.005326524165196437,19.0
tuned_volume_assisted,volume_assisted,tuned,log_ret_6,612.2809824943542,64.33333333333333,0.019113464013911712,0.00013108168288707497,21.0
tuned_volume_assisted,volume_assisted,tuned,low_rel_prev_close,628.5514052708944,68.66666666666667,0.019543979706161636,0.0007794998571347769,18.0
tuned_volume_assisted,volume_assisted,tuned,lower_wick_pct,714.1107640067736,84.66666666666667,0.021723553875823864,0.0041967562084069526,12.0
tuned_volume_assisted,volume_assisted,tuned,minute_of_day_cos,1264.811801314354,127.33333333333333,0.03905779085779725,0.0075323346139508284,5.0
tuned_volume_assisted,volume_assisted,tuned,minute_of_day_sin,997.5067602396011,108.0,0.02963160076403737,0.009710250976728948,6.0
tuned_volume_assisted,volume_assisted,tuned,month_cos,359.8028778235118,40.333333333333336,0.010392417862565,0.0054322152413017796,44.0
tuned_volume_assisted,volume_assisted,tuned,month_sin,251.17936420440674,31.0,0.007047565122819264,0.00519767468877406,46.0
tuned_volume_assisted,volume_assisted,tuned,open_rel_prev_close,563.8412802219391,69.33333333333333,0.01735504160295005,0.0018202780350338554,23.0
tuned_volume_assisted,volume_assisted,tuned,open_to_close_pct,453.77384344736737,47.333333333333336,0.014357004132098249,0.0015594098012115584,38.0
tuned_volume_assisted,volume_assisted,tuned,roc_10,555.7585408290228,63.333333333333336,0.016723548323821124,0.006445497561214361,25.0
tuned_volume_assisted,volume_assisted,tuned,roc_20,470.1653879880905,54.333333333333336,0.014359961228934072,0.0035672647099615593,36.0
tuned_volume_assisted,volume_assisted,tuned,roc_5,799.7855663696924,79.33333333333333,0.025146267662184044,0.004614627540194908,10.0
tuned_volume_assisted,volume_assisted,tuned,rolling_vol_10,632.8286848465601,72.66666666666667,0.01989564141714597,0.005498505310890693,16.0
tuned_volume_assisted,volume_assisted,tuned,rolling_vol_100,730.4325336615244,86.66666666666667,0.022152552619707527,0.00411721751644887,11.0
tuned_volume_assisted,volume_assisted,tuned,rolling_vol_20,492.87262988090515,59.0,0.015020712440254887,0.0036972363562193175,33.0
tuned_volume_assisted,volume_assisted,tuned,rolling_vol_200,621.9980270465215,72.66666666666667,0.019071752291267712,0.005615447203628586,20.0
tuned_volume_assisted,volume_assisted,tuned,rolling_vol_5,706.5682937701544,80.66666666666667,0.021622596274616875,0.003065832643720616,13.0
tuned_volume_assisted,volume_assisted,tuned,rolling_vol_50,554.4937676588694,66.66666666666667,0.016850109313371987,0.0029031521614977015,26.0
