timeframe,rows,up_rate,down_rate,mean_return_bps,mean_abs_return_bps,std_return_bps,p05_return_bps,p50_return_bps,p95_return_bps
M5,720539,0.4985337365499994,0.5014662634500007,0.009117444748390153,3.624222850524283,5.905336834820659,-7.958165798465636,0.0,8.04000005660047
M15,237001,0.5013143404458209,0.4986856595541791,0.021989419984613304,6.248667713345729,10.199066515582787,-13.696414926089313,0.030549975942112936,13.734612380088455
