timeframe,count,mean,std,p01,p05,p25,p50,p75,p95,p99
M5,720539,0.009117444748390153,5.905336834820659,-16.602695317524244,-7.958165798465636,-2.2998346920319737,0.0,2.3527964966486,8.04000005660047,15.992297831868305
M15,237001,0.021989419984613304,10.199066515582787,-28.9218318674572,-13.696414926089313,-3.920533845972129,0.030549975942112936,4.0889260187869825,13.734612380088455,27.655245159854054
