timeframe,variant,rows_pre_dropna,rows_final,dropna_rows,dropna_rate_pct,feature_count,samples_per_feature,target_1_rate,mean_target_return_bps,mean_abs_target_return_bps,std_target_return_bps
M5,price_only,724552,720539,4013,0.553859488345902,50,14410.78,0.4985337365499994,0.0091174447483901,3.624222850524283,5.905336834820711
M5,volume_assisted,724552,720539,4013,0.553859488345902,51,14128.21568627451,0.4985337365499994,0.0091174447483901,3.624222850524283,5.905336834820711
M15,price_only,240636,237001,3635,1.5105802955501255,50,4740.02,0.5013143404458209,0.0219894199846133,6.248667713345729,10.199066515582771
M15,volume_assisted,240636,237001,3635,1.5105802955501255,51,4647.078431372549,0.5013143404458209,0.0219894199846133,6.248667713345729,10.199066515582771
