accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate,epoch,track,fold,mode_label
0.5060184597969055,0.5082970857620239,0.6991910338401794,0.5125340223312378,0.5196034908294678,0.6938519477844238,0.0010000000474974513,1,vanilla_price_only,1,inner_epoch_selection
0.5137299299240112,0.5164822936058044,0.6950690746307373,0.5223922729492188,0.528293788433075,0.6930167078971863,0.0010000000474974513,2,vanilla_price_only,1,inner_epoch_selection
0.5170419216156006,0.5231395959854126,0.6937730312347412,0.5171345472335815,0.5311272740364075,0.6924912929534912,0.0010000000474974513,3,vanilla_price_only,1,inner_epoch_selection
0.5228997468948364,0.5328018069267273,0.6924554705619812,0.5234250426292419,0.5331076979637146,0.6931000351905823,0.0010000000474974513,4,vanilla_price_only,1,inner_epoch_selection
0.5235917568206787,0.5309246778488159,0.6924816966056824,0.5203267335891724,0.5314022302627563,0.6927536129951477,0.0010000000474974513,5,vanilla_price_only,1,inner_epoch_selection
0.5257421135902405,0.5359593033790588,0.6919465661048889,0.5216411352157593,0.5352702140808105,0.69377201795578,0.0010000000474974513,6,vanilla_price_only,1,inner_epoch_selection
0.5266566276550293,0.539208173751831,0.6913865804672241,0.5243639349937439,0.5358456373214722,0.6923009157180786,0.0005000000237487257,7,vanilla_price_only,1,inner_epoch_selection
0.5294989943504333,0.5419440269470215,0.6911818385124207,0.5233311653137207,0.536797285079956,0.6931700110435486,0.0005000000237487257,8,vanilla_price_only,1,inner_epoch_selection
0.5272992253303528,0.5413920879364014,0.6911697387695312,0.5239883661270142,0.536349892616272,0.6927196979522705,0.0005000000237487257,9,vanilla_price_only,1,inner_epoch_selection
0.5295731425285339,0.5427237749099731,0.6910423040390015,0.5261477828025818,0.5367809534072876,0.6920920610427856,0.0005000000237487257,10,vanilla_price_only,1,inner_epoch_selection
0.5308583974838257,0.5431285500526428,0.6909615397453308,0.5239883661270142,0.536293625831604,0.6924955248832703,0.0005000000237487257,11,vanilla_price_only,1,inner_epoch_selection
0.5312044024467468,0.5453391671180725,0.6904606819152832,0.526241660118103,0.5362187027931213,0.6922090649604797,0.0005000000237487257,12,vanilla_price_only,1,inner_epoch_selection
0.5327862501144409,0.5453632473945618,0.6906135678291321,0.5261477828025818,0.5380697250366211,0.6927891373634338,0.0005000000237487257,13,vanilla_price_only,1,inner_epoch_selection
0.5347635746002197,0.5491914749145508,0.6901261806488037,0.5260539054870605,0.5376545786857605,0.6929716467857361,0.0002500000118743628,14,vanilla_price_only,1,inner_epoch_selection
0.5335030555725098,0.5478886365890503,0.6902013421058655,0.5273683071136475,0.5368239879608154,0.6925268173217773,0.0002500000118743628,15,vanilla_price_only,1,inner_epoch_selection
0.5342692732810974,0.5466938018798828,0.6903027296066284,0.522955596446991,0.53727126121521,0.6928075551986694,0.0002500000118743628,16,vanilla_price_only,1,inner_epoch_selection
0.5375071167945862,0.5519823431968689,0.6895908713340759,0.5236127972602844,0.5374473333358765,0.6925916075706482,0.0001250000059371814,17,vanilla_price_only,1,inner_epoch_selection
0.5330087542533875,0.547226071357727,0.6902849078178406,0.5237066745758057,0.5369090437889099,0.692868709564209,0.0001250000059371814,18,vanilla_price_only,1,inner_epoch_selection
0.5379767417907715,0.5508811473846436,0.6896769404411316,0.5254905819892883,0.5373266339302063,0.6926779747009277,0.0001250000059371814,19,vanilla_price_only,1,inner_epoch_selection
0.5070044994354248,0.5083237290382385,0.6988229155540466,,,,,1,vanilla_price_only,1,final_full_outer_train
0.5138915777206421,0.5189257860183716,0.6950380206108093,,,,,2,vanilla_price_only,1,final_full_outer_train
0.5170221328735352,0.5242974758148193,0.693699300289154,,,,,3,vanilla_price_only,1,final_full_outer_train
0.5153590440750122,0.5232375860214233,0.6937723159790039,,,,,4,vanilla_price_only,1,final_full_outer_train
0.5241244435310364,0.5323935747146606,0.6925132274627686,,,,,5,vanilla_price_only,1,final_full_outer_train
0.5244766473770142,0.5349923372268677,0.6922012567520142,,,,,6,vanilla_price_only,1,final_full_outer_train
0.5261983871459961,0.5380051136016846,0.6916938424110413,,,,,7,vanilla_price_only,1,final_full_outer_train
0.524085283279419,0.5357389450073242,0.6918706297874451,,,,,8,vanilla_price_only,1,final_full_outer_train
0.5300528407096863,0.5430302023887634,0.6909528970718384,,,,,9,vanilla_price_only,1,final_full_outer_train
0.5304049849510193,0.5450625419616699,0.6908590793609619,,,,,10,vanilla_price_only,1,final_full_outer_train
0.5303267240524292,0.5444332361221313,0.6907292604446411,,,,,11,vanilla_price_only,1,final_full_outer_train
0.5283505916595459,0.541793942451477,0.6911976933479309,,,,,12,vanilla_price_only,1,final_full_outer_train
0.5305811166763306,0.5473164319992065,0.6901810169219971,,,,,13,vanilla_price_only,1,final_full_outer_train
0.5051848888397217,0.5082823038101196,0.6986825466156006,0.5098946690559387,0.5240631103515625,0.6946128606796265,0.0010000000474974513,1,vanilla_price_only,2,inner_epoch_selection
0.5118567943572998,0.5187867879867554,0.6946085095405579,0.5212418437004089,0.5270657539367676,0.693225622177124,0.0010000000474974513,2,vanilla_price_only,2,inner_epoch_selection
0.5194286704063416,0.527773380279541,0.6931535005569458,0.5202432870864868,0.5295271873474121,0.692842960357666,0.0010000000474974513,3,vanilla_price_only,2,inner_epoch_selection
0.522930920124054,0.5340731143951416,0.6922366619110107,0.5235112309455872,0.5316449403762817,0.6929677724838257,0.0010000000474974513,4,vanilla_price_only,2,inner_epoch_selection
0.5257875323295593,0.5357424020767212,0.6921437978744507,0.5202432870864868,0.529436469078064,0.6931180953979492,0.0010000000474974513,5,vanilla_price_only,2,inner_epoch_selection
0.5263940691947937,0.5383686423301697,0.6917855143547058,0.5204248428344727,0.5299355983734131,0.692952036857605,0.0010000000474974513,6,vanilla_price_only,2,inner_epoch_selection
0.5278027653694153,0.5415081977844238,0.6910712122917175,0.520061731338501,0.529771089553833,0.6935953497886658,0.0005000000237487257,7,vanilla_price_only,2,inner_epoch_selection
0.5331637859344482,0.5460565686225891,0.6907262802124023,0.5225127339363098,0.53097003698349,0.6932448744773865,0.0005000000237487257,8,vanilla_price_only,2,inner_epoch_selection
0.5308354496955872,0.5427144765853882,0.6911617517471313,0.5208787322044373,0.5308464169502258,0.6931154727935791,0.0005000000237487257,9,vanilla_price_only,2,inner_epoch_selection
0.5297397971153259,0.5431050062179565,0.6909743547439575,0.5236020088195801,0.5311781167984009,0.6928094029426575,0.0002500000118743628,10,vanilla_price_only,2,inner_epoch_selection
0.5058751702308655,0.5069324374198914,0.6983563303947449,,,,,1,vanilla_price_only,2,final_full_outer_train
0.5111547708511353,0.5164355635643005,0.6947221755981445,,,,,2,vanilla_price_only,2,final_full_outer_train
0.5153558850288391,0.5212642550468445,0.6938151121139526,,,,,3,vanilla_price_only,2,final_full_outer_train
0.5204905867576599,0.5273506045341492,0.693088710308075,,,,,4,vanilla_price_only,2,final_full_outer_train
0.504635751247406,0.5076048970222473,0.6978529095649719,0.5052173137664795,0.5060783624649048,0.6952067613601685,0.0010000000474974513,1,vanilla_price_only,3,inner_epoch_selection
0.513343870639801,0.5169579982757568,0.6946700215339661,0.5104799866676331,0.5148148536682129,0.6939470171928406,0.0010000000474974513,2,vanilla_price_only,3,inner_epoch_selection
0.5189453959465027,0.5264929533004761,0.6932662129402161,0.5083930492401123,0.5154534578323364,0.6940851211547852,0.0010000000474974513,3,vanilla_price_only,3,inner_epoch_selection
0.5242249369621277,0.5335437059402466,0.6924479007720947,0.5103892683982849,0.5166812539100647,0.6941330432891846,0.0010000000474974513,4,vanilla_price_only,3,inner_epoch_selection
0.5233235955238342,0.5337774157524109,0.6924450397491455,0.505852460861206,0.5167067050933838,0.6949515342712402,0.0010000000474974513,5,vanilla_price_only,3,inner_epoch_selection
0.5256897211074829,0.5364809036254883,0.6918262243270874,0.5107522010803223,0.5183731913566589,0.6940256953239441,0.0005000000237487257,6,vanilla_price_only,3,inner_epoch_selection
0.5289250612258911,0.5379416942596436,0.6917098760604858,0.5132020711898804,0.5191303491592407,0.6938660144805908,0.0005000000237487257,7,vanilla_price_only,3,inner_epoch_selection
0.5287963151931763,0.5397284030914307,0.691530168056488,0.5151982307434082,0.5203482508659363,0.6939127445220947,0.0005000000237487257,8,vanilla_price_only,3,inner_epoch_selection
0.5294562578201294,0.5409859418869019,0.6913419365882874,0.5137465000152588,0.5208961963653564,0.6939336061477661,0.0002500000118743628,9,vanilla_price_only,3,inner_epoch_selection
0.5298586487770081,0.5418237447738647,0.6912707090377808,0.514018714427948,0.5200101137161255,0.6939772963523865,0.0002500000118743628,10,vanilla_price_only,3,inner_epoch_selection
0.5300357341766357,0.542224645614624,0.6912035346031189,0.5196443200111389,0.5202478766441345,0.6939451694488525,0.0002500000118743628,11,vanilla_price_only,3,inner_epoch_selection
