selection_tier,model_family,track,feature_set,mode,mean_net_return_0bps,mean_net_return_0_5bps,mean_net_return_1bps,mean_sharpe_1bps,mean_max_drawdown_1bps,positive_fold_count_1bps,active_fold_count,worst_fold_net_return_1bps,mean_roc_auc,breakeven_cost_bps,caution_flag_count,caution_flags
strict,CNN-LSTM,vanilla_volume_assisted,volume_assisted,vanilla,0.1037137776297017,0.0656652103486629,0.02257780197882,-0.0397171178647076,-0.095157824462568,1,2,-0.1297952970346481,0.5171662226268449,1.5449210024856597,6,Only one of three development test folds was profitable at 1.0 bps. | The worst development fold lost at least 10%. | Mean development Sharpe at 1.0 bps was not positive. | At least one development fold triggered the total drawdown stop. | Estimated one-way break-even cost remained below 2 bps. | The validation gate selected stay-flat in at least one development fold.
