date,daily_net_log_return,daily_gross_log_return,daily_cost,active_bars,turnover_units,daily_net_return,model_family,track,fold
2022-05-13 00:00:00+00:00,0.006880774230134444,0.007180774230134444,0.00030000000000000003,78,3.0,0.006904501145768904,LightGBM,vanilla_price_only,1
2022-05-15 00:00:00+00:00,0.0009478789232833002,0.0011478789232833003,0.0002,3,2.0,0.0009483283024844802,LightGBM,vanilla_price_only,1
2022-05-16 00:00:00+00:00,0.00584381307784898,0.006343813077848979,0.0005,80,5.0,0.005860921463326729,LightGBM,vanilla_price_only,1
2022-05-17 00:00:00+00:00,0.006426381439524204,0.0070263814395242034,0.0006000000000000001,84,6.0,0.006447074933072283,LightGBM,vanilla_price_only,1
2022-05-18 00:00:00+00:00,0.002481053831953749,0.002881053831953749,0.0004,79,4.0,0.00248413419299931,LightGBM,vanilla_price_only,1
2022-05-19 00:00:00+00:00,-0.01440869379211243,-0.01400869379211243,0.0004,72,4.0,-0.01430538533887371,LightGBM,vanilla_price_only,1
2022-05-20 00:00:00+00:00,-0.004854203949545454,-0.004454203949545455,0.0004,21,4.0,-0.004842441341948889,LightGBM,vanilla_price_only,1
2022-05-22 00:00:00+00:00,-7.330539176888733e-05,0.00012669460823111272,0.0002,4,2.0,-7.330270499428249e-05,LightGBM,vanilla_price_only,1
2022-05-23 00:00:00+00:00,0.0017651464520319104,0.002365146452031911,0.0006000000000000001,81,6.0,0.0017667052400585082,LightGBM,vanilla_price_only,1
2022-05-24 00:00:00+00:00,-0.0003578469243322566,4.2153075667743516e-05,0.0004,10,4.0,-0.000357782904758297,LightGBM,vanilla_price_only,1
2022-05-25 00:00:00+00:00,-0.003508904336201001,-0.0031089043362010006,0.0004,80,4.0,-0.003502755325579865,LightGBM,vanilla_price_only,1
2022-05-26 00:00:00+00:00,-0.0008168896944660432,-0.0004168896944660431,0.0004,10,4.0,-0.0008165561309140257,LightGBM,vanilla_price_only,1
2022-05-27 00:00:00+00:00,0.005907406310968962,0.006507406310968962,0.0006000000000000001,81,6.0,0.005924889445335424,LightGBM,vanilla_price_only,1
2022-05-29 00:00:00+00:00,-0.0013345377090230003,-0.001234537709023,0.0001,5,1.0,-0.001333647609575772,LightGBM,vanilla_price_only,1
2022-05-30 00:00:00+00:00,-0.0012044984876766634,-0.0009044984876766635,0.00030000000000000003,7,3.0,-0.001203773370536676,LightGBM,vanilla_price_only,1
2022-05-31 00:00:00+00:00,0.004376126560767112,0.004776126560767111,0.0004,80,4.0,0.004385715785389266,LightGBM,vanilla_price_only,1
2022-06-01 00:00:00+00:00,-0.006060092372558735,-0.005660092372558735,0.0004,80,4.0,-0.006041767049180913,LightGBM,vanilla_price_only,1
2022-06-02 00:00:00+00:00,-0.012662709292085458,-0.012062709292085458,0.0006000000000000001,83,6.0,-0.012582874518902942,LightGBM,vanilla_price_only,1
2022-06-03 00:00:00+00:00,-0.011559108182805408,-0.011259108182805408,0.00030000000000000003,77,3.0,-0.011492558357498517,LightGBM,vanilla_price_only,1
2022-06-05 00:00:00+00:00,0.0009230197142777137,0.0012230197142777137,0.00030000000000000003,4,3.0,0.0009234458280678037,LightGBM,vanilla_price_only,1
2022-06-06 00:00:00+00:00,0.007220155535722002,0.007620155535722002,0.0004,77,4.0,0.007246283703994605,LightGBM,vanilla_price_only,1
2022-06-07 00:00:00+00:00,0.0007685143476410927,0.0011685143476410926,0.0004,11,4.0,0.0007688097304561214,LightGBM,vanilla_price_only,1
2022-06-08 00:00:00+00:00,-0.00030305796916261905,9.69420308373813e-05,0.0004,77,4.0,-0.00030301205173499657,LightGBM,vanilla_price_only,1
2022-06-09 00:00:00+00:00,0.001605887553987475,0.002005887553987475,0.0004,79,4.0,0.0016071776819130967,LightGBM,vanilla_price_only,1
2022-06-10 00:00:00+00:00,-0.013786306451140476,-0.013486306451140476,0.00030000000000000003,77,3.0,-0.01369171053674001,LightGBM,vanilla_price_only,1
2022-06-12 00:00:00+00:00,-0.0006076737579314,-0.00040767375793140004,0.0002,4,2.0,-0.0006074891616266731,LightGBM,vanilla_price_only,1
2022-06-13 00:00:00+00:00,-0.0051397919419819,-0.0046397919419818995,0.0005,15,5.0,-0.005126605812372231,LightGBM,vanilla_price_only,1
2022-06-14 00:00:00+00:00,-0.007470510240429411,-0.007070510240429412,0.0004,79,4.0,-0.007442675335579629,LightGBM,vanilla_price_only,1
2022-06-15 00:00:00+00:00,-0.012632720926252469,-0.01223272092625247,0.0004,80,4.0,-0.012553263048916685,LightGBM,vanilla_price_only,1
2022-06-16 00:00:00+00:00,0.013775125039593541,0.014175125039593542,0.0004,80,4.0,0.01387043922661313,LightGBM,vanilla_price_only,1
2022-06-17 00:00:00+00:00,-0.005155670636435759,-0.004855670636435759,0.00030000000000000003,80,3.0,-0.005142402977599381,LightGBM,vanilla_price_only,1
2022-06-19 00:00:00+00:00,0.0007216136992419877,0.0009216136992419877,0.0002,5,2.0,0.0007218741250458738,LightGBM,vanilla_price_only,1
2022-06-20 00:00:00+00:00,0.002197463899955835,0.002697463899955835,0.0005,68,5.0,0.0021998800932601092,LightGBM,vanilla_price_only,1
2022-06-21 00:00:00+00:00,0.004169554439865024,0.004569554439865025,0.0004,80,4.0,0.004178259125994677,LightGBM,vanilla_price_only,1
2022-06-22 00:00:00+00:00,0.0012624702241641383,0.0016624702241641385,0.0004,8,4.0,0.0012632674751642536,LightGBM,vanilla_price_only,1
2022-06-23 00:00:00+00:00,-0.007763184270593496,-0.0073631842705934964,0.0004,80,4.0,-0.007733128581823734,LightGBM,vanilla_price_only,1
2022-06-24 00:00:00+00:00,0.0011715018000722714,0.0014715018000722713,0.00030000000000000003,80,3.0,0.0011721882763493507,LightGBM,vanilla_price_only,1
2022-06-26 00:00:00+00:00,0.0004347679288318,0.0007347679288318,0.00030000000000000003,4,3.0,0.0004348624541061774,LightGBM,vanilla_price_only,1
2022-06-27 00:00:00+00:00,0.0008153478409496728,0.0012153478409496728,0.0004,11,4.0,0.000815680327358459,LightGBM,vanilla_price_only,1
2022-06-28 00:00:00+00:00,-0.0032343033774538477,-0.002834303377453848,0.0004,80,4.0,-0.003229078652584705,LightGBM,vanilla_price_only,1
2022-06-29 00:00:00+00:00,-0.0008934654792894792,-0.0004934654792894791,0.0004,8,4.0,-0.0008930664578542524,LightGBM,vanilla_price_only,1
2022-06-30 00:00:00+00:00,-0.0007655714023891,-0.00036557140238909993,0.0004,8,4.0,-0.0007652784273721736,LightGBM,vanilla_price_only,1
2022-07-01 00:00:00+00:00,0.003980279576091327,0.004280279576091327,0.00030000000000000003,77,3.0,0.003988211408989306,LightGBM,vanilla_price_only,1
2022-07-03 00:00:00+00:00,0.000861428029802,0.001061428029802,0.0002,4,2.0,0.0008617991654884527,LightGBM,vanilla_price_only,1
2022-07-04 00:00:00+00:00,0.0006468564668100275,0.0011468564668100276,0.0005,69,5.0,0.0006470657235715382,LightGBM,vanilla_price_only,1
2022-07-05 00:00:00+00:00,0.026382005763489022,0.026782005763489023,0.0004,72,4.0,0.026733091526748298,LightGBM,vanilla_price_only,1
2022-07-06 00:00:00+00:00,-0.0150840154883379,-0.0144840154883379,0.0006000000000000001,84,6.0,-0.01497082158095131,LightGBM,vanilla_price_only,1
2022-07-07 00:00:00+00:00,0.0022903159644283157,0.0026903159644283163,0.0004,80,4.0,0.0022929407415106517,LightGBM,vanilla_price_only,1
2022-07-08 00:00:00+00:00,-0.0008965380465866457,-0.0005965380465866458,0.00030000000000000003,79,3.0,-0.000896136276428483,LightGBM,vanilla_price_only,1
2022-07-10 00:00:00+00:00,0.0001532069632792526,0.0004532069632792526,0.00030000000000000003,4,3.0,0.00015321870006546057,LightGBM,vanilla_price_only,1
2022-07-11 00:00:00+00:00,0.0038335632670077053,0.004233563267007705,0.0004,77,4.0,0.003840920769481615,LightGBM,vanilla_price_only,1
2022-07-12 00:00:00+00:00,0.018567958865168138,0.019167958865168137,0.0006000000000000001,83,6.0,0.018741415327632405,LightGBM,vanilla_price_only,1
2022-07-13 00:00:00+00:00,-0.003502642309578142,-0.0031026423095781423,0.0004,79,4.0,-0.0034965152137662603,LightGBM,vanilla_price_only,1
2022-07-14 00:00:00+00:00,0.010854017504009718,0.011254017504009717,0.0004,79,4.0,0.010913136049636618,LightGBM,vanilla_price_only,1
2022-07-15 00:00:00+00:00,0.0038862030678728254,0.004186203067872826,0.00030000000000000003,80,3.0,0.003893764146471357,LightGBM,vanilla_price_only,1
2022-07-17 00:00:00+00:00,-0.0016488549794319296,-0.0014488549794319295,0.0002,6,2.0,-0.0016474963648823726,LightGBM,vanilla_price_only,1
2022-07-18 00:00:00+00:00,0.0018200882872842002,0.0023200882872842,0.0005,10,5.0,0.0018217456533360377,LightGBM,vanilla_price_only,1
2022-07-19 00:00:00+00:00,-0.0025734868307311846,-0.0021734868307311844,0.0004,79,4.0,-0.0025701782523001038,LightGBM,vanilla_price_only,1
2022-07-20 00:00:00+00:00,-0.005873334587599966,-0.005273334587599966,0.0006000000000000001,84,6.0,-0.005856120276303001,LightGBM,vanilla_price_only,1
2022-07-21 00:00:00+00:00,0.014553282017594343,0.014953282017594344,0.0004,79,4.0,0.014659696626936336,LightGBM,vanilla_price_only,1
2022-07-22 00:00:00+00:00,0.006203876709390222,0.006503876709390222,0.00030000000000000003,76,3.0,0.006223160610192124,LightGBM,vanilla_price_only,1
2022-07-24 00:00:00+00:00,0.0008057877243844254,0.0012057877243844253,0.0004,6,4.0,0.0008061124585292401,LightGBM,vanilla_price_only,1
2022-07-25 00:00:00+00:00,-0.005425219899036765,-0.004925219899036766,0.0005,80,5.0,-0.005410529970929612,LightGBM,vanilla_price_only,1
2022-07-26 00:00:00+00:00,-0.008972992441740636,-0.008572992441740637,0.0004,80,4.0,-0.008932855284909502,LightGBM,vanilla_price_only,1
2022-07-27 00:00:00+00:00,0.010363747989517379,0.010763747989517378,0.0004,79,4.0,0.010417637631041199,LightGBM,vanilla_price_only,1
2022-07-28 00:00:00+00:00,0.001174798840660671,0.001574798840660671,0.0004,9,4.0,0.0011754891871316175,LightGBM,vanilla_price_only,1
2022-07-29 00:00:00+00:00,-0.006274525200432282,-0.005974525200432282,0.00030000000000000003,78,3.0,-0.0062548814736798075,LightGBM,vanilla_price_only,1
2022-07-31 00:00:00+00:00,-0.001249346013453963,-0.0010493460134539628,0.0002,6,2.0,-0.0012485659056319376,LightGBM,vanilla_price_only,1
2022-08-01 00:00:00+00:00,0.0007778748530424231,0.001077874853042423,0.00030000000000000003,4,3.0,0.0007781774761483895,LightGBM,vanilla_price_only,1
